Date,Close,High,Low,Open,Volume,lag_1,lag_5,lag_10,MA20,MA50,RSI
2020-04-07,62.685020446777344,65.64977566750463,62.5811230546705,65.43230640646736,202887200,63.419559478759766,61.44305419921875,59.65260696411133,60.389446067810056,68.65284828186036,49.39848555242347
2020-04-08,64.28939819335938,64.60350888065241,63.119929845723,63.48477990198321,168895200,62.685020446777344,58.21010208129883,59.323997497558594,60.276364707946776,68.40702857971192,51.816884571259315
2020-04-09,64.75332641601562,65.25591244712727,63.95838246710248,64.9248861243381,161834800,64.28939819335938,59.181427001953125,62.44580841064453,60.51509037017822,68.13842735290527,52.52348215549287
2020-04-13,66.02428436279297,66.13301897916537,64.23141674512242,64.8306516969401,131022800,64.75332641601562,58.33091354370117,59.86040878295898,60.45806713104248,67.89751106262207,54.49239426032741
2020-04-14,69.35871124267578,69.64866527052683,67.1840781553046,67.65525160710325,194994800,66.02428436279297,63.419559478759766,61.56870269775391,60.99979228973389,67.79251411437988,59.26533773802122
2020-04-15,68.72564697265625,69.18473466784468,67.80747158227939,68.23514673339383,131154400,69.35871124267578,62.685020446777344,61.44305419921875,61.3811975479126,67.67895393371582,58.02111071139536
2020-04-16,69.27173614501953,69.63659364674618,68.22308052874929,69.43845862105105,157125200,68.72564697265625,64.28939819335938,58.21010208129883,61.86469135284424,67.52718849182129,58.82415923680259
2020-04-17,68.33179473876953,69.3345480225858,66.89653644635722,68.7884711835537,215250000,69.27173614501953,64.75332641601562,59.181427001953125,62.324021911621095,67.34408912658691,56.80971452769545
2020-04-20,66.9134521484375,68.06117506076643,66.8941253228232,67.15991526149827,130015200,68.33179473876953,66.02428436279297,58.33091354370117,62.90017795562744,67.11449577331543,53.8149177969708
2020-04-21,64.84513092041016,66.99076973874533,64.13475030153334,66.75639235940385,180991600,66.9134521484375,69.35871124267578,63.419559478759766,63.43175411224365,66.86484764099121,49.700336907298336
2020-04-22,66.71292877197266,67.14785254874984,65.77058900639604,66.11127511969602,116862400,64.84513092041016,68.72564697265625,62.685020446777344,63.78477020263672,66.64521034240722,53.18159411259914
2020-04-23,66.45437622070312,68.0781026916564,66.41571518879498,66.65734110784256,124814400,66.71292877197266,69.27173614501953,64.28939819335938,64.14128913879395,66.42977668762207,52.63849618179778
2020-04-24,68.37287902832031,68.38254612868516,66.93037215656294,66.97870028455014,126161200,66.45437622070312,68.33179473876953,64.75332641601562,64.43764266967773,66.2160341644287,56.2118170517433
2020-04-27,68.42121124267578,68.75223755503086,67.64317552817161,68.09017755648323,117087600,68.37287902832031,66.9134521484375,66.02428436279297,64.86568279266358,66.01451805114746,56.301265812161716
2020-04-28,67.3121337890625,69.06392140300909,67.22032214952667,68.88270199466979,112004800,68.42121124267578,64.84513092041016,69.35871124267578,65.15285434722901,65.79043388366699,53.59570525043564
2020-04-29,69.52301788330078,69.991772685642,68.59517537860054,68.79814023520653,137280800,67.3121337890625,66.71292877197266,68.72564697265625,65.55685253143311,65.63932090759278,57.93526832861476
2020-04-30,70.98969268798828,71.16608226501852,69.67283584195576,70.06185003558508,183064000,69.52301788330078,66.45437622070312,69.27173614501953,66.19583206176758,65.49521507263184,60.569606243029675
2020-05-01,69.84680938720703,72.24615310349837,69.06877359729275,69.16542249456992,240616800,70.98969268798828,68.37287902832031,68.33179473876953,66.72910118103027,65.3442960357666,57.5453648957943
2020-05-04,70.83505249023438,70.96311392727311,69.1823321546666,69.87096747127923,133568000,69.84680938720703,68.42121124267578,66.9134521484375,67.35430812835693,65.24817726135254,59.431601416386165
2020-05-05,71.8982162475586,72.72941009570229,71.14917433658927,71.2941513796541,147751200,70.83505249023438,67.3121337890625,64.84513092041016,67.77824096679687,65.24518089294433,61.41761042116635
2020-05-06,72.6399917602539,73.27063178737225,72.21472783850132,72.59891211487862,142333600,71.8982162475586,69.52301788330078,66.71292877197266,68.2759895324707,65.30582908630372,62.786446683225535
2020-05-07,73.39144134521484,73.73697195261609,72.9637661985266,73.26579854405584,115215200,72.6399917602539,70.98969268798828,66.45437622070312,68.73109169006348,65.3594214630127,64.17314843441554
2020-05-08,75.1383056640625,75.19160756554702,73.72339119914562,74.05047071308249,133838400,73.39144134521484,69.84680938720703,68.37287902832031,69.25034065246582,65.54039756774903,67.23018041815905
2020-05-11,76.32062530517578,76.81487118254181,74.43810496971201,74.64646961486733,145946400,75.1383056640625,70.83505249023438,68.42121124267578,69.76515769958496,65.74579292297364,69.14894532598723
2020-05-12,75.44841003417969,77.45448798811958,75.32727004325628,77.00384337710936,162301200,76.32062530517578,71.8982162475586,67.3121337890625,70.06964263916015,65.81075660705567,66.07525554376898
2020-05-13,74.53746032714844,76.54838929776676,73.46173624980581,75.62772061684969,200622400,75.44841003417969,72.6399917602539,69.52301788330078,70.36023330688477,65.9033617401123,62.92909171291355
2020-05-14,74.99535369873047,75.05592369907653,73.05468852162736,73.77668558751988,158929200,74.53746032714844,73.39144134521484,70.98969268798828,70.64641418457032,65.94027229309081,63.86058188651144
2020-05-15,74.5519790649414,74.59801285788724,72.73487900802405,72.76880175811006,166348400,74.99535369873047,75.1383056640625,69.84680938720703,70.95742340087891,66.01577033996583,62.23002411928619
2020-05-18,76.30850982666016,76.68162311206635,75.18433442581173,75.8748339325949,135178400,74.5519790649414,76.32062530517578,70.83505249023438,71.42717628479004,66.1451976776123,65.94035804084928
2020-05-19,75.8675765991211,77.17103702628488,75.83607901036319,76.32548203793918,101729600,76.30850982666016,75.44841003417969,71.8982162475586,71.97829856872559,66.37627784729004,64.2345248660973
2020-05-20,77.3430404663086,77.41329633678234,76.68645639876391,76.72522208271401,111504800,75.8675765991211,74.53746032714844,72.6399917602539,72.50980415344239,66.54422828674316,67.28439049514228
2020-05-21,76.76641845703125,77.74523171426733,76.52898139842385,77.20494465969075,102688800,77.3430404663086,74.99535369873047,73.39144134521484,73.0254062652588,66.7485361480713,64.95326832082276
2020-05-22,77.26066589355469,77.34304019898961,76.4029926993938,76.5047461498377,81803200,76.76641845703125,74.5519790649414,75.1383056640625,73.46979560852051,67.09417320251465,66.03935512001163
2020-05-26,76.73734283447266,78.55686050645615,76.68161577577496,78.37757568234818,125522000,77.26066589355469,76.30850982666016,76.32062530517578,73.88560218811035,67.28562507629394,63.78538416009885
2020-05-27,77.07168579101562,77.21705526702166,75.85544287582236,76.59440129810365,112945200,76.73734283447266,75.8675765991211,75.44841003417969,74.373579788208,67.65657463073731,64.61629754979307
2020-05-28,77.10559844970703,78.36303205284943,76.4708261278027,76.7470214416537,133560800,77.07168579101562,77.3430404663086,74.53746032714844,74.75270881652833,67.97673576354981,64.70475662597602
2020-05-29,77.0304946899414,77.80821132778638,76.67434283627068,77.34788086093664,153532400,77.10559844970703,76.76641845703125,74.99535369873047,75.05474891662598,68.3253084564209,64.32124538938567
2020-06-01,77.97782135009766,78.09896135300481,76.8536385740957,76.98447184749915,80791200,77.0304946899414,77.26066589355469,74.5519790649414,75.4612995147705,68.70196121215821,66.97979299081462
2020-06-02,78.33879852294922,78.36302799682535,77.27034305104888,77.71129433668344,87642800,77.97782135009766,76.73734283447266,76.30850982666016,75.83648681640625,69.16093055725098,67.95950544326527
2020-06-03,78.77007293701172,79.03173947926652,78.08684155798949,78.65862620653965,104491200,78.33879852294922,77.07168579101562,75.8675765991211,76.18007965087891,69.65205986022949,69.13767060523092
2020-06-04,78.09168243408203,78.89120338502829,77.71856920653472,78.59320375117642,87560400,78.77007293701172,77.10559844970703,77.3430404663086,76.45266418457031,70.02084136962891,65.08361780453038
2020-06-05,80.31581115722656,80.3763811505578,78.31215843959637,78.34123085338769,137250400,78.09168243408203,77.0304946899414,76.76641845703125,76.7988826751709,70.44067764282227,71.07255292121363
2020-06-08,80.79068756103516,80.82461031040765,79.30309219050388,80.01297082329648,95654400,80.31581115722656,77.97782135009766,77.26066589355469,77.08150177001953,70.80757522583008,72.17013455435378
2020-06-09,83.34188079833984,83.73437314923221,80.439371619184,80.47086919688729,147712400,80.79068756103516,78.33879852294922,76.73734283447266,77.43256454467773,71.27720466613769,77.17965711473683
2020-06-10,85.4860610961914,85.95365964938672,83.85067134903046,84.28919748972832,166651600,83.34188079833984,78.77007293701172,77.07168579101562,77.93444709777832,71.75555183410644,80.37677242462391
2020-06-11,81.38185119628906,85.05481691401155,81.28009773597238,84.63082691049463,201662400,85.4860610961914,78.09168243408203,77.10559844970703,78.27666664123535,72.15432777404786,62.36585094474881
2020-06-12,82.08445739746094,84.26497730063338,80.97481830000675,83.51875818704126,200146000,81.38185119628906,80.31581115722656,77.0304946899414,78.63112182617188,72.6318148803711,63.85889920108385
2020-06-15,83.09962463378906,83.7513585021509,80.57748864910177,80.73981952151668,138808800,82.08445739746094,80.79068756103516,77.97782135009766,79.05850410461426,73.11017883300781,65.96020371740916
2020-06-16,85.30193328857422,85.57329308072946,83.51875616005826,85.15172088189794,165428800,83.09962463378906,83.34188079833984,78.33879852294922,79.50817527770997,73.64959922790527,70.03104766744389
2020-06-17,85.18323516845703,86.10632149459083,85.062095153019,86.04575148687181,114406400,85.30193328857422,85.4860610961914,78.77007293701172,79.97395820617676,74.08487274169921,69.54828435095904
2020-06-18,85.21714782714844,85.6338697266432,84.60902265567091,85.13961645194037,96820400,85.18323516845703,81.38185119628906,78.09168243408203,80.36766357421875,74.53551528930664,69.61273657542603
2020-06-19,84.73016357421875,86.38735791979117,83.62294217777347,85.92218445110363,264476000,85.21714782714844,82.08445739746094,80.31581115722656,80.76585083007812,74.94433059692383,67.40643307532827
2020-06-22,86.94701385498047,87.08995815364833,85.07661214341427,85.12264593038505,135445200,84.73016357421875,83.09962463378906,80.79068756103516,81.25016822814942,75.38820434570313,71.78963415038436
2020-06-23,88.8028793334961,90.22021867227018,87.77076426941889,88.18991128978877,212155600,86.94701385498047,85.30193328857422,83.34188079833984,81.85344505310059,75.84377624511718,74.84008158310125
2020-06-24,87.23534393310547,89.35045118216385,86.86223062980297,88.43220783059057,192623200,88.8028793334961,85.18323516845703,85.4860610961914,82.36162796020508,76.20130889892579,68.13813985059824
2020-06-25,88.3934326171875,88.43219830369976,86.63205971274161,87.39039728120305,137522400,87.23534393310547,85.21714782714844,81.38185119628906,82.9260196685791,76.59466461181641,70.25726425033592
2020-06-26,85.67747497558594,88.50972868089589,85.52968033530838,88.28925300034977,205256800,88.3934326171875,84.73016357421875,82.08445739746094,83.35836868286133,76.92277938842773,60.15292472634998
2020-06-29,87.65203857421875,87.74653130218796,85.10809914104198,85.58539093044703,130646000,85.67747497558594,86.94701385498047,83.09962463378906,83.84207954406739,77.30918426513672,64.18571635094705
2020-06-30,88.38374328613281,88.66963931267749,87.22080221413067,87.24018136135113,140223200,87.65203857421875,88.8028793334961,85.30193328857422,84.34432678222656,77.73859008789063,65.57605125983724
2020-07-01,88.21656799316406,89.00397799978875,88.16811642903573,88.46127316123845,110737200,88.38374328613281,87.23534393310547,85.18323516845703,84.81665153503418,78.20601882934571,64.95560989028161
2020-07-02,88.21656799316406,89.75747265090347,88.10270349025298,89.12270022857078,114041600,88.21656799316406,88.3934326171875,85.21714782714844,85.32289581298828,78.63609161376954,64.95560989028161
2020-07-06,90.57638549804688,91.0439841546096,89.61210837219791,89.6436059572989,118655600,88.21656799316406,85.67747497558594,84.73016357421875,85.8359245300293,79.1185317993164,69.65571984310581
2020-07-07,90.29532623291016,91.73204473813118,90.183879512503,90.95432807349728,112424400,90.57638549804688,87.65203857421875,86.94701385498047,86.31115646362305,79.5569807434082,68.47772602038658
2020-07-08,92.39832305908205,92.42982064230873,91.18449788463136,91.27172253001288,117092000,90.29532623291016,88.38374328613281,88.8028793334961,86.76397857666015,80.03652297973633,72.25820004414412
2020-07-09,92.79566955566406,93.34321735378232,91.74901813164108,93.28991545550892,125642800,92.39832305908205,88.21656799316406,87.23534393310547,87.12945899963378,80.54619369506835,72.91905772891553
2020-07-10,92.95796966552734,93.01612188144966,91.7804926547122,92.39103546841665,90257200,92.79566955566406,88.21656799316406,88.3934326171875,87.7082649230957,81.01489273071289,73.19988806886184
2020-07-13,92.52915954589844,96.86839541410872,92.31595195399946,94.26146013937893,191649200,92.95796966552734,90.57638549804688,85.67747497558594,88.23050003051758,81.44568206787109,71.1019500110659
2020-07-14,94.06037139892578,94.25176728421596,90.9785693610708,91.9113414890422,170989200,92.52915954589844,90.29532623291016,87.65203857421875,88.77853736877441,81.92995330810547,73.97074148163266
2020-07-15,94.7072525024414,96.18273684605153,93.51038868590004,95.93318873658312,153198000,94.06037139892578,92.39832305908205,88.38374328613281,89.24880332946778,82.40739730834962,75.09555660967023
2020-07-16,93.54187774658205,94.39712579079604,92.94344589283692,93.58064343111674,110577600,94.7072525024414,92.79566955566406,88.21656799316406,89.66673545837402,82.84027053833007,69.28664572867534
2020-07-17,93.35289764404295,94.14757567538506,92.8804487298672,93.99252033438566,92186800,93.54187774658205,92.95796966552734,88.21656799316406,90.07352294921876,83.25452865600586,68.36314411472209
2020-07-20,95.32020568847656,95.45830704424496,93.09607736485056,93.44011817142828,90318000,93.35289764404295,92.52915954589844,90.57638549804688,90.60302505493163,83.69310394287109,72.47597651684046
2020-07-21,94.0046615600586,96.18518206016304,93.75511339857644,96.11007583444126,103433200,95.32020568847656,94.06037139892578,90.29532623291016,90.95590744018554,84.07043106079101,66.27166867448142
2020-07-22,94.26873016357422,94.94953641432484,93.6194214977863,93.70663875417604,89001600,94.0046615600586,94.7072525024414,92.39832305908205,91.22919998168945,84.42939315795898,66.88448012500115
2020-07-23,89.97793579101562,94.07973387894576,89.16872158432245,94.00220251459488,197004400,94.26873016357422,93.54187774658205,92.79566955566406,91.36632957458497,84.7199836730957,50.74947276455815
2020-07-24,89.75505065917969,90.09909152751317,86.39220292894763,88.177812817912,185438800,89.97793579101562,93.35289764404295,92.95796966552734,91.43441047668458,85.02433547973632,50.07372933866501
2020-07-27,91.8822784423828,91.97434603902649,90.59335427077136,90.81624776325609,121214000,89.75505065917969,95.32020568847656,92.52915954589844,91.74465065002441,85.36207397460937,56.083958881218
2020-07-28,90.37286376953124,91.63029754160468,90.36801343757494,91.45343048257014,103625600,91.8822784423828,94.0046615600586,94.06037139892578,91.88069190979004,85.67849166870117,51.359401375855214
2020-07-29,92.10515594482422,92.28929109136294,90.81864987240844,90.85499038980474,90329200,90.37286376953124,94.26873016357422,94.7072525024414,92.0667625427246,85.99442459106446,55.94613724169963
2020-07-30,93.21964263916016,93.32382125064892,90.87194916313928,91.27897773393109,158130000,92.10515594482422,89.97793579101562,93.54187774658205,92.31691627502441,86.34146591186523,58.64786266312879
2020-07-31,102.97869110107422,103.12890351490226,97.7115189842411,99.7079111699714,374336800,93.21964263916016,89.75505065917969,93.35289764404295,93.05502243041992,86.85417892456054,73.80004151611877
2020-08-03,105.5735092163086,108.19013023936542,104.56078059833798,104.85878026409463,308151200,102.97869110107422,91.8822784423828,95.32020568847656,93.80487861633301,87.4303207397461,76.2879290407766
2020-08-04,106.27853393554688,107.3687938149918,105.0404794276689,105.76247640960192,173071600,105.5735092163086,90.37286376953124,94.0046615600586,94.60403900146484,88.01067810058593,76.92896059328751
2020-08-05,106.66375732421876,106.98356866072452,105.53473177113482,105.99991256912482,121776800,106.27853393554688,92.10515594482422,94.26873016357422,95.31731071472169,88.60920639038086,77.29021727316466
2020-08-06,110.38519287109376,110.87944616652167,106.40695920907454,106.99569786453768,202428800,106.66375732421876,93.21964263916016,89.97793579101562,96.19678688049316,89.27547653198242,80.47148665648871
2020-08-07,107.87549591064452,110.36334336865978,107.07938502036484,109.90703455219526,198045600,110.38519287109376,102.97869110107422,89.75505065917969,96.94266319274902,89.89087448120117,73.04049706336966
2020-08-10,109.44345092773438,110.46043507725165,106.7954093213871,109.31966296937568,212403600,107.87549591064452,105.5735092163086,91.8822784423828,97.78837776184082,90.53913360595703,74.61751203061273
2020-08-11,106.1885986328125,109.20556664025784,105.92888988244532,108.7080001695156,187902400,109.44345092773438,106.27853393554688,90.37286376953124,98.39478912353516,91.10334915161133,65.98826303378506
2020-08-12,109.71772003173828,109.97499928394976,107.0842408938184,107.27841139872632,165598000,106.1885986328125,106.66375732421876,92.10515594482422,99.1453125,91.73092758178711,70.03468426584696
2020-08-13,111.65943145751952,112.66185296122792,110.60846363412838,111.09632674056478,210082000,109.71772003173828,110.38519287109376,93.21964263916016,100.05119018554687,92.38871475219726,72.0079253037103
2020-08-14,111.55994415283205,111.64974819993895,109.75170070282874,111.48470252378944,165565200,111.65943145751952,107.87549591064452,102.97869110107422,100.96154251098633,93.05807998657227,71.74722947716259
2020-08-17,111.26866912841795,112.70555595050736,110.64246299694388,112.68128278727484,119561600,111.55994415283205,109.44345092773438,105.5735092163086,101.7589656829834,93.6771371459961,70.93748161078774
2020-08-18,112.19587707519533,112.62063161252703,110.68617779479384,111.02112827223074,105633600,111.26866912841795,106.1885986328125,106.27853393554688,102.66852645874023,94.30524093627929,72.02003764219282
2020-08-19,112.33660888671876,113.74922238512376,112.24195319013168,112.60359883769148,145538000,112.19587707519533,109.71772003173828,106.66375732421876,103.57192039489746,94.88513549804688,72.18936528241275
2020-08-20,114.8293228149414,114.94340001045876,112.36088962986535,112.37788158405772,126907200,112.33660888671876,111.65943145751952,110.38519287109376,104.81448974609376,95.47200073242188,75.06750169525186
2020-08-21,120.74676513671876,121.22976923366336,115.77592204362502,115.78805492165831,338054800,114.8293228149414,111.55994415283205,107.87549591064452,106.3640754699707,96.25929901123047,80.28387166541427
2020-08-24,122.19093322753906,125.03315266970756,120.32686973134857,124.94819288976294,345937600,120.74676513671876,111.26866912841795,109.44345092773438,107.87950820922852,97.06142852783204,81.31152098706532
2020-08-25,121.18851470947266,121.53317587987507,119.4676532103916,121.06473415847236,211495600,122.19093322753906,112.19587707519533,106.1885986328125,109.42029075622558,97.82320632934571,78.26227952644729
2020-08-26,122.83656311035156,123.29287194891076,121.43851175938384,122.50404222890556,163022400,121.18851470947266,112.33660888671876,109.71772003173828,110.95686111450195,98.57389892578125,79.61572442027106
2020-08-27,121.3681182861328,123.77101327398972,120.22491675397728,123.43849242247208,155552400,122.83656311035156,114.8293228149414,111.65943145751952,112.36428489685059,99.29759658813477,75.12727272652431
2020-08-28,121.17154693603516,122.7589099491987,120.94824415417666,122.34143663217456,187630000,121.3681182861328,120.74676513671876,111.55994415283205,113.27392768859863,100.0166845703125,74.52161503924438
2020-08-31,125.2807159423828,127.1836224608346,122.32928572568824,123.8632579117057,225702700,121.17154693603516,122.19093322753906,111.26866912841795,114.25928802490235,100.82769561767579,78.43534297653554
2020-09-01,130.27096557617188,130.87291336835037,126.72730590113318,128.89233580510103,151948100,125.2807159423828,121.18851470947266,112.19587707519533,115.45890960693359,101.6941746520996,82.04286323479089
2020-09-02,127.57193756103516,133.96024518458114,123.30012802751692,133.58160758872046,200119000,130.27096557617188,122.83656311035156,112.33660888671876,116.50431861877442,102.46955581665038,74.75842338649802
2020-09-03,117.3584213256836,125.08652314181086,116.98949446613268,123.2127566068483,257599600,127.57193756103516,121.3681182861328,114.8293228149414,116.85298004150391,103.07201736450196,54.89544945396612
2020-09-04,117.43611907958984,120.09629366493148,107.65948471911048,116.57204769157234,332607200,117.3584213256836,121.17154693603516,120.74676513671876,117.33101119995118,103.65287109375,54.99341605799906
2020-09-08,109.5332489013672,115.52349838716889,109.39732807142671,110.63032628792358,231366600,117.43611907958984,125.2807159423828,122.19093322753906,117.33550109863282,104.12998657226562,44.424286487200135
2020-09-09,113.9021453857422,115.66912348309228,111.90216122256824,113.84389572106856,176940500,109.5332489013672,130.27096557617188,121.18851470947266,117.7211784362793,104.65498870849609,50.13034803669049
2020-09-10,110.1837387084961,116.98952122909824,109.22258206036145,116.85360038621576,182274400,113.9021453857422,127.57193756103516,122.83656311035156,117.74447937011719,105.09098861694336,45.81851233787228
2020-09-11,108.73713684082033,111.87304145706314,106.7954022543771,111.23226548811466,180860300,110.1837387084961,117.3584213256836,121.3681182861328,117.59836463928222,105.50139999389648,44.22482038266536
2020-09-14,111.9992446899414,112.55263871695288,109.51382694155708,111.37789025284532,140150100,108.73713684082033,117.43611907958984,121.17154693603516,117.62032966613769,105.97705352783203,48.569134377011636
2020-09-15,112.17401123046876,115.3681656075008,110.3002370034296,114.88273194668368,184642000,111.9992446899414,109.5332489013672,125.2807159423828,117.66559677124023,106.40900604248047,48.799226319704225
2020-09-16,108.86335754394533,112.62061700186764,108.77598303445264,111.8730523722857,154679000,112.17401123046876,113.9021453857422,130.27096557617188,117.49897079467773,106.78036666870118,44.71791890425423
2020-09-17,107.12549591064452,108.9313097079175,105.54298485481058,106.52356291630672,178011000,108.86335754394533,110.1837387084961,127.57193756103516,117.23841514587403,107.07491012573242,42.69912727345334
2020-09-18,103.72744750976562,107.64975186458288,102.99929711385688,107.18373975919344,287104900,107.12549591064452,108.73713684082033,117.3584213256836,116.68332138061524,107.29354568481445,38.992413299619614
2020-09-21,106.87307739257812,106.97987339137704,100.09642017457678,101.49447149912258,195713800,103.72744750976562,111.9992446899414,117.43611907958984,115.9896369934082,107.57184783935547,43.85166817659432
2020-09-22,108.55267333984376,109.5720869949024,105.97988085188312,109.3973305799532,183055400,106.87307739257812,112.17401123046876,109.5332489013672,115.30772399902344,107.89231811523437,46.31065292695416
2020-09-23,103.9993133544922,108.84393936425928,103.65950385577868,108.36821643604246,150718700,108.55267333984376,108.86335754394533,113.9021453857422,114.44826393127441,108.0910969543457,41.060681038189756
2020-09-24,105.06725311279295,107.03811241012444,101.94105943821374,102.10610509006938,167743300,103.9993133544922,107.12549591064452,110.1837387084961,113.55979843139649,108.29829696655274,42.70134615591559
2020-09-25,109.00897979736328,109.16432212155291,104.53328092968296,105.27114215532433,149981400,105.06725311279295,103.72744750976562,108.73713684082033,112.94184150695801,108.60763900756837,48.40965780286742
2020-09-28,111.61090850830078,111.96042134324225,109.49441741099088,111.65945483814876,137672400,109.00897979736328,106.87307739257812,111.9992446899414,112.46380958557128,108.97279922485352,51.82165527439202
2020-09-29,110.76624298095705,111.95070223231198,110.26139526105185,111.21284844222971,99382200,111.61090850830078,108.55267333984376,112.17401123046876,111.7380859375,109.28171997070312,50.65054319787843
2020-09-30,112.43614959716795,113.84391175108092,110.30995505877512,110.4750007366762,142675200,110.76624298095705,103.9993133544922,108.86335754394533,110.84634513854981,109.65034973144532,52.91598428675894
2020-10-01,113.38758850097656,114.2904953515838,112.45555681762868,114.21282419285578,116120400,112.43614959716795,105.06725311279295,107.12549591064452,110.13712768554687,110.03272689819336,54.205876875397415
2020-10-02,109.7274169921875,112.00896103141628,108.95072761058432,109.60120691204848,144712000,113.38758850097656,109.00897979736328,103.72744750976562,109.75557746887208,110.4277165222168,48.68074690755707
2020-10-05,113.10604095458984,113.25167253166546,110.24198536966456,110.59149819179416,106243800,109.7274169921875,111.61090850830078,106.87307739257812,109.53907356262206,110.894736328125,53.402288477529325
2020-10-06,109.86336517333984,112.73713196201184,108.97987223056896,112.3293619999702,161498200,113.10604095458984,110.76624298095705,108.55267333984376,109.5555793762207,111.25435806274415,48.765039399164486
2020-10-07,111.72740936279295,112.18371817362878,110.80508099423795,111.28081129884058,96849000,109.86336517333984,112.43614959716795,103.9993133544922,109.44684257507325,111.68144897460938,51.378787321926644
2020-10-08,111.62061309814452,113.00895361392692,111.25167878876417,112.86332203954676,83477200,111.72740936279295,113.38758850097656,105.06725311279295,109.51868629455566,112.07175811767578,51.21757403209079
2020-10-09,113.56234741210938,113.59147224549314,111.57206651675104,111.92157933161523,100506900,111.62061309814452,109.7274169921875,109.00897979736328,109.75994682312012,112.47861221313477,54.04118119714306
2020-10-12,120.77587890625,121.53315412296922,115.80503626850115,116.5623114852204,240226800,113.56234741210938,113.10604095458984,111.61090850830078,110.19877853393555,112.83455596923828,62.68276181446025
2020-10-13,117.57203674316406,121.73705863931524,116.1642820228976,121.62055188862824,262330500,120.77587890625,109.86336517333984,110.76624298095705,110.46867980957032,113.07452651977539,57.51051273786846
2020-10-14,117.6594009399414,119.44579307201988,116.13513969852242,117.47493379758126,150712000,117.57203674316406,111.72740936279295,112.43614959716795,110.90848197937012,113.30214385986328,57.613221802464174
2020-10-15,117.19339752197266,117.66912045188069,114.70797946369228,115.26137355970408,112559200,117.6594009399414,111.62061309814452,113.38758850097656,111.41187705993653,113.51273666381836,56.82417866335991
2020-10-16,115.55261993408205,118.00892036442944,115.34873869497105,117.74678205190853,115393800,117.19339752197266,113.56234741210938,109.7274169921875,112.00313568115234,113.61608520507812,54.01893923799826
2020-10-19,112.60118103027344,116.911826358177,112.29050382279274,116.46522833536906,120639300,115.55261993408205,120.77587890625,113.10604095458984,112.2895408630371,113.7105989074707,49.30388518431393
